CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
LAMB,"Lamb, steak, boneless, untrimmed, raw",100,G,20.4,0.0,0.0,0.0,11.8,187.8,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, steak, boneless, untrimmed, grilled, no added fat",100,G,29.2,0.0,0.0,0.0,11.9,223.9,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, with bone, shin, lean, raw",100,G,23.9,0.0,0.0,0.0,1.9,112.7,Base Units,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
LAMB,"Lamb, with bone, shin, lean, casseroled, no added fat",100,G,34.6,0.0,0.0,0.0,4.5,178.9,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
LAMB,"Lamb, with bone, shin, semi-trimmed, raw",100,G,22.9,0.0,0.0,0.0,6.2,147.4,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
LAMB,"Lamb, with bone, shin, semi-trimmed, casseroled, no added fat",100,G,33.4,0.0,0.0,0.0,7.7,202.9,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, with bone, shin, untrimmed, raw",100,G,21.7,0.0,0.0,0.0,11.2,187.6,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, with bone, shin, untrimmed, casseroled, no added fat",100,G,32.0,0.0,0.0,0.0,11.4,230.6,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, stir-fry strips, lean, raw",100,G,21.9,0.0,0.0,0.0,4.2,125.4,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
LAMB,"Lamb, stir-fry strips, lean, stir-fried, no added fat",100,G,28.1,0.0,0.0,0.0,7.7,181.7,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, stir-fry strips, lean, casseroled, no added fat",100,G,32.2,0.0,0.0,0.0,6.2,184.6,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
LAMB,"Lamb, stir-fry strips, untrimmed, raw",100,G,21.6,0.0,0.0,0.0,5.7,137.7,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
LAMB,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",100,G,28.0,0.0,0.0,0.0,8.3,186.7,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",100,G,32.0,0.0,0.0,0.0,6.8,189.2,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
LAMB,"Lamb, liver, grilled, no added fat",100,G,21.5,2.6,0.0,0.0,11.1,196.3,Base Units,Very High,Low,High,"Very High, Low, High",108,16
LEAF AND STALK VEGETABLES,"Chives, raw",100,G,1.5,2.6,4.7,2.6,0.3,28.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES,"Coriander, fresh, raw",100,G,3.1,1.9,3.2,1.2,0.6,31.8,Base Units,Low,Low,Low,"Low, Low, Low",31,93
LEAF AND STALK VEGETABLES,"Dill, fresh, raw",100,G,3.4,2.5,3.3,1.2,1.2,41.0,Base Units,Low,Low,Low,"Low, Low, Low",31,93
LEAF AND STALK VEGETABLES,"Lettuce, cos, raw",100,G,1.4,1.8,1.8,1.8,0.3,19.1,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES,"Lettuce, iceberg, raw",100,G,1.0,2.1,1.1,2.1,0.0,14.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
LEAF AND STALK VEGETABLES,"Lettuce, mignonette, raw",100,G,1.3,1.1,1.4,1.1,0.3,15.1,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
LEAF AND STALK VEGETABLES,"Mixed leafy greens, commercial, raw",100,G,2.2,0.0,2.0,0.0,0.0,12.8,Base Units,Low,Very Low,Very Low,"Low, Very Low, Very Low",25,99
LEAF AND STALK VEGETABLES,"Mint, fresh, raw",100,G,3.1,4.4,7.2,0.9,1.1,54.3,Base Units,Low,Low,Low,"Low, Low, Low",31,93
LEAF AND STALK VEGETABLES,"Vine leaf, grape, canned",100,G,4.3,1.8,9.9,1.8,2.0,62.2,Base Units,Low,Low,Low,"Low, Low, Low",31,93
LEAF AND STALK VEGETABLES,"Watercress, raw",100,G,2.9,0.8,3.8,0.7,0.4,26.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Artichoke, globe, raw",100,G,2.8,1.3,8.1,0.9,0.2,34.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Artichoke, globe, boiled, drained",100,G,3.3,1.5,9.5,1.0,0.2,40.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Artichoke, jerusalem, peeled, raw",100,G,2.1,10.5,3.0,2.7,0.1,57.3,Base Units,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
LEAF AND STALK VEGETABLES ,"Artichoke, jerusalem, peeled, boiled, drained",100,G,2.2,11.3,3.2,2.9,0.1,61.3,Base Units,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
LEAF AND STALK VEGETABLES ,"Artichoke heart, canned in brine, drained",100,G,1.9,1.2,4.7,1.1,0.3,24.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Asparagus, green, raw",100,G,2.5,1.4,2.2,1.4,0.1,20.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Asparagus, green, boiled, drained",100,G,2.9,1.6,2.5,1.6,0.1,23.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Asparagus, canned in brine, drained",100,G,1.9,1.5,3.9,1.5,0.1,22.3,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Bamboo shoot, canned in water, heated, drained",100,G,0.8,1.3,2.8,0.8,0.0,14.0,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
LEAF AND STALK VEGETABLES ,"Basil, green, fresh, raw",100,G,2.6,0.2,3.3,0.0,0.5,22.3,Base Units,Low,Very Low,Very Low,"Low, Very Low, Very Low",25,99
LEAF AND STALK VEGETABLES ,"Endive, fresh, raw",100,G,1.5,0.4,2.2,0.3,0.2,13.8,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Rocket, fresh, raw",100,G,3.3,0.3,2.4,0.3,0.3,21.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Rosemary, fresh, raw",100,G,3.3,0.6,14.1,0.4,5.9,96.9,Base Units,Low,Low,Medium,"Low, Low, Medium",32,92
LEAF AND STALK VEGETABLES ,"Silverbeet, fresh, raw",100,G,1.5,1.0,2.0,1.0,0.2,15.8,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Silverbeet, fresh, boiled, drained",100,G,1.8,1.2,2.3,1.2,0.2,18.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Spinach, baby, fresh, raw",100,G,2.8,0.0,2.5,0.0,0.0,16.2,Base Units,Low,Very Low,Very Low,"Low, Very Low, Very Low",25,99
LEAF AND STALK VEGETABLES ,"Spinach, Mature English, fresh, raw",100,G,2.4,0.6,2.5,0.6,0.3,19.7,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Spinach, Mature English, fresh, boiled, drained",100,G,2.8,0.7,2.9,0.7,0.4,23.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Spinach, water, fresh, raw",100,G,2.9,1.0,2.8,0.5,0.5,25.7,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LEAF AND STALK VEGETABLES ,"Sprout, alfalfa, fresh, raw",100,G,3.2,0.5,2.2,0.5,0.3,21.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
LOBSTER,"Lobster, southern rock, wild, flesh, raw",100,G,20.2,0.0,0.0,0.0,0.7,87.1,Base Units,High,Very Low,Low,"High, Very Low, Low",76,48
LOBSTER,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",100,G,22.5,0.0,0.0,0.0,0.8,97.2,Base Units,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
LOLLIES,"Caramels, soft & hard",100,G,2.5,74.5,1.5,54.6,11.4,413.6,Base Units,Low,Very High,High,"Low, Very High, High",48,76
LOLLIES,"Liquorice, black",100,G,5.7,70.3,3.5,40.6,0.8,318.2,Base Units,Medium,Very High,Low,"Medium, Very High, Low",71,53
LOLLIES,"Liquorice, allsorts",100,G,2.3,88.1,1.4,76.2,0.3,367.1,Base Units,Low,Very High,Very Low,"Low, Very High, Very Low",45,79
LOLLIES,"Liquorice, chocolate-coated",100,G,6.3,66.0,3.2,44.8,9.7,382.9,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
LOLLIES,"Lolly, hard varieties",100,G,0.0,98.4,0.0,93.2,0.0,393.6,Base Units,Very Low,Very High,Very Low,"Very Low, Very High, Very Low",20,104
LOLLIES,"Lolly, jelly varieties",100,G,3.9,75.1,0.0,45.3,0.0,316.0,Base Units,Low,Very High,Very Low,"Low, Very High, Very Low",45,79
LOLLIES,"Lolly, mint flavoured, sugar sweetened",100,G,0.1,93.3,0.0,74.3,2.0,391.6,Base Units,Very Low,Very High,Low,"Very Low, Very High, Low",21,103
MARGARINE AND TABLE SPREADS,"Margarine spread, polyunsaturated (70% fat)",100,G,0.0,0.0,0.0,0.0,69.0,621.0,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, polyunsaturated (70% fat), reduced salt (sodium 280 mg/100 g)",100,G,1.0,0.0,0.0,0.0,70.8,641.2,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated (70% fat), reduced salt (sodium 350 mg/100 g), added phytosterols",100,G,0.7,0.0,0.0,0.0,75.9,685.9,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated (greater than 65% fat)",100,G,0.5,0.0,0.0,0.0,67.3,607.7,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated (greater than 65% fat), reduced salt (sodium 360 mg/100 g)",100,G,1.0,0.0,0.0,0.0,68.9,624.1,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated, reduced fat (55% fat) & salt (sodium 380 mg/100 g)",100,G,1.0,0.0,0.0,0.0,51.5,467.5,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated, reduced fat (less than 65% fat)",100,G,0.5,0.0,0.0,0.0,63.1,569.9,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated, olive oil blend (65% fat), reduced salt (sodium 360 mg/100 g)",100,G,1.0,0.0,0.0,0.0,63.8,578.2,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MARGARINE AND TABLE SPREADS,"Margarine spread, monounsaturated (65% fat), rice bran oil, fortified",100,G,0.3,0.0,0.0,0.0,65.4,589.8,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
MATURE LEGUME AND PULSE PRODUCTS,"Flour, chickpea (besan)",100,G,19.7,38.5,20.8,2.2,5.5,323.9,Base Units,High,High,Medium,"High, High, Medium",92,32
MATURE LEGUME AND PULSE PRODUCTS,"Dip, hummus, commercial",100,G,6.9,9.4,3.9,0.8,19.5,248.5,Base Units,Medium,Medium,Very High,"Medium, Medium, Very High",64,60
MATURE LEGUME AND PULSE PRODUCTS,"Bean, red kidney, dried",100,G,22.5,35.6,21.5,3.4,1.8,291.6,Base Units,Very High,High,Low,"Very High, High, Low",116,8
MATURE LEGUME AND PULSE PRODUCTS,"Bean, red kidney, dried, boiled, drained",100,G,7.9,9.1,7.2,0.6,0.5,86.9,Base Units,High,Medium,Very Low,"High, Medium, Very Low",85,39
MATURE LEGUME AND PULSE PRODUCTS,"Bean, red kidney, fresh, raw",100,G,12.8,14.7,9.1,1.2,0.4,131.8,Base Units,High,High,Very Low,"High, High, Very Low",90,34
MATURE LEGUME AND PULSE PRODUCTS,"Bean, red kidney, fresh, boiled, drained",100,G,13.8,15.8,9.8,1.3,0.4,141.6,Base Units,High,High,Very Low,"High, High, Very Low",90,34
MATURE LEGUME AND PULSE PRODUCTS,"Bean, red kidney, canned, drained",100,G,6.6,14.0,6.5,2.4,0.6,100.8,Base Units,Medium,High,Low,"Medium, High, Low",66,58
MATURE LEGUME AND PULSE PRODUCTS,"Chickpea, dried",100,G,19.7,38.5,20.8,2.2,5.5,323.9,Base Units,High,High,Medium,"High, High, Medium",92,32
MATURE LEGUME AND PULSE PRODUCTS,"Chickpea, dried, boiled, drained",100,G,7.2,14.0,7.6,0.8,2.0,118.0,Base Units,Medium,High,Low,"Medium, High, Low",66,58
MATURE LEGUME AND PULSE PRODUCTS,"Chickpea, canned, drained",100,G,6.3,13.3,5.7,0.6,2.1,108.7,Base Units,Medium,High,Low,"Medium, High, Low",66,58
MATURE LEGUME AND PULSE PRODUCTS,"Lentil, French, hulled, dry",100,G,28.3,38.8,15.0,1.0,2.0,316.4,Base Units,Very High,High,Low,"Very High, High, Low",116,8
MATURE LEGUME AND PULSE PRODUCTS,"Lentil, green, hulled, dry",100,G,25.3,40.9,14.6,1.5,1.7,309.3,Base Units,Very High,Very High,Low,"Very High, Very High, Low",121,3
MATURE LEGUME AND PULSE PRODUCTS,"Lentil, red, hulled, dry",100,G,23.0,45.7,13.7,2.7,1.9,319.3,Base Units,Very High,Very High,Low,"Very High, Very High, Low",121,3
MATURE LEGUME AND PULSE PRODUCTS,"Lentil, hulled, dry",100,G,25.5,41.8,14.4,1.7,1.9,315.1,Base Units,Very High,Very High,Low,"Very High, Very High, Low",121,3
MATURE LEGUME AND PULSE PRODUCTS,"Lentil, dried, boiled, drained",100,G,7.3,11.9,4.1,0.5,0.5,89.5,Base Units,Medium,Medium,Very Low,"Medium, Medium, Very Low",60,64
MATURE LEGUME AND PULSE PRODUCTS,"Lupin, dehulled, splits, uncooked",100,G,37.5,10.0,27.8,2.8,7.9,316.7,Base Units,Very High,Medium,High,"Very High, Medium, High",113,11
MATURE LEGUME AND PULSE PRODUCTS,"Lupin, dehulled, flakes, uncooked",100,G,36.9,10.0,27.0,3.6,7.7,310.9,Base Units,Very High,Medium,High,"Very High, Medium, High",113,11
MATURE LEGUME AND PULSE PRODUCTS,"Lupin, whole, uncooked",100,G,28.6,7.4,41.5,2.3,6.5,285.5,Base Units,Very High,Medium,Medium,"Very High, Medium, Medium",112,12
MEAT,"95% LEAN BEEF MINCE, WOOLWORTHS HEART SMART",125,G (COOKED),25.5,0.0,0.0,3.3,6.25,164.0,Unknown,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
MEAT,97% FAT FREE TRIPLE SMOKED LEG HAM,100,G,16.1,1.8,0.0,3.3,2.4,93.69,Base Units,High,Low,Low,"High, Low, Low",81,43
MEAT,BACON RASHERS,2,RASHERS,13.2,0.0,0.0,3.3,10.0,152.0,Serving Units,High,Very Low,High,"High, Very Low, High",78,46
MEAT,BACON SHORT CUT,30,G,3.0,0.15,0.0,3.3,2.4,33.0,Base Units,Low,Very Low,Low,"Low, Very Low, Low",26,98
MEAT,"BEEF SCOTCH FILLET, FAT TRIMMED",100,G (RAW),48.0,0.0,0.0,3.3,5.37,171.0,Unknown,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
MEAT,BEEF RUMP STEAK (fat cut off),100,G (COOKED),29.5,0.0,0.0,3.3,9.4,203.0,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT,BEEF RUMP STEAK (fat cut off),100,G (RAW),20.7,0.0,0.0,3.3,10.1,174.0,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT,BEEF RUMP MEDALLION,100,G (RAW),21.7,0.0,0.0,3.3,6.1,140.0,Unknown,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
MEAT,"EYE FILLET STEAK, 100G",100,G (COOKED),31.9,0.0,0.0,3.3,5.5,178.29,Unknown,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
MEAT,"EYE FILLET STEAK, 150G",150,G (COOKED),47.8,0.0,0.0,3.3,8.2,267.44,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT,K-roo Kangaroo Mince 1kg,100,G (COOKED),21.0,0.2,0.0,0.1,2.0,104.0,Unknown,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
MEAT,KANGAROO PATTYS,250,G (2 PATTYS),37.8,2.0,0.0,3.3,2.8,250.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
MEAT,"KANGAROO STEAK, 150G",150,G (COOKED),32.0,0.3,0.0,3.3,2.2,150.0,Unknown,Very High,Low,Low,"Very High, Low, Low",106,18
MEAT,LAMB,200,G (COOKED),32.4,0.0,0.0,3.3,106.8,1076.0,Unknown,Very High,Very Low,Very High,"Very High, Very Low, Very High",104,20
MEAT,LAMB LEG STEAK,100,G,20.99,0.09,0.0,3.3,4.25,132.0,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
MEAT,"LIFESTYLE MEAL PREP, MEAT DISH - LEAN SIZE",LEAN,1,30.0,30.0,0.0,3.3,12.0,348.0,Unknown,Very High,High,High,"Very High, High, High",118,6
MEAT,"LIFESTYLE MEAL PREP, MEAT DISH - MEDIUM SIZE",MEDIUM,1,52.0,60.0,0.0,3.3,4.0,484.0,Unknown,Very High,Very High,Medium,"Very High, Very High, Medium",122,2
MEAT,MEATBALL NOURISH BOWL,1,SERVE,50.0,25.0,0.0,3.3,17.0,453.0,Count Units,Very High,High,Very High,"Very High, High, Very High",119,5
MEAT,PORK MINCE,150,G (COOKED),39.5,1.0,0.0,3.3,12.87,285.0,Unknown,Very High,Low,High,"Very High, Low, High",108,16
MEAT,PORK SCOTCH FILLET,150,G (COOKED),29.83,1.5,0.0,3.3,9.33,209.0,Unknown,Very High,Low,High,"Very High, Low, High",108,16
MEAT,PORTEHOUSE STEAK,200,G (COOKED),61.0,0.0,0.0,3.3,7.6,315.09,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT,"RUMP STEAK, 100G",100,G (COOKED),21.07,0.0,0.0,3.3,10.0,179.0,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT,"RUMP STEAK, 200G",200,G (COOKED),42.14,0.0,0.0,3.3,20.0,357.0,Unknown,Very High,Very Low,Very High,"Very High, Very Low, Very High",104,20
MEAT,SCOTCH FILLET STEAK,100,G (COOKED),24.0,0.0,0.0,3.3,22.0,291.0,Unknown,Very High,Very Low,Very High,"Very High, Very Low, Very High",104,20
MEAT,SHORT CUT BACON,100,G,10.0,0.5,0.0,3.3,8.0,111.0,Base Units,High,Low,High,"High, Low, High",83,41
MEAT,T-BONE STEAK,150,G (COOKED),38.89,0.0,0.0,3.3,10.97,265.0,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
MEAT SUBSTITUTES,"Meat alternative, legume and/or vegetable base, as purchased",100,G,7.5,21.3,5.5,4.9,5.9,179.3,Base Units,High,High,Medium,"High, High, Medium",92,32
MEAT SUBSTITUTES,"Meat alternative, legume and/or vegetable base, cooked",100,G,9.2,26.3,6.8,6.0,7.3,221.3,Base Units,High,High,High,"High, High, High",93,31
MEAT SUBSTITUTES,"Meat alternative, mycoprotein/fungus base, commercial, as purchased",100,G,13.8,2.5,5.6,0.0,4.1,113.3,Base Units,High,Low,Medium,"High, Low, Medium",82,42
MEAT SUBSTITUTES,"Meat alternative, mycoprotein/fungus base, cooked",100,G,18.8,3.4,7.7,0.0,5.6,154.6,Base Units,High,Low,Medium,"High, Low, Medium",82,42
MEAT SUBSTITUTES,"Meat alternative, protein (soy/wheat/pea) base, as purchased",100,G,19.4,3.2,4.4,0.8,13.4,219.8,Base Units,High,Low,High,"High, Low, High",83,41
MEAT SUBSTITUTES,"Meat alternative, protein (soy/wheat/pea) base, cooked",100,G,23.9,4.0,5.4,1.0,16.5,270.9,Base Units,Very High,Low,Very High,"Very High, Low, Very High",109,15
MEAT SUBSTITUTES,"Sausage, vegetarian style, unfortified, raw",100,G,19.0,7.4,1.5,1.9,9.4,193.2,Base Units,High,Medium,High,"High, Medium, High",88,36
MEAT SUBSTITUTES,"Sausage, vegetarian style, added Fe, Zn and vitamin B12, raw",100,G,19.0,7.4,1.5,1.9,9.4,193.2,Base Units,High,Medium,High,"High, Medium, High",88,36
MEAT SUBSTITUTES,"Tofu (soy bean curd), firm, as purchased",100,G,12.8,0.0,1.0,0.0,8.3,127.9,Base Units,High,Very Low,High,"High, Very Low, High",78,46
MEAT SUBSTITUTES,"Sausage, vegetarian style, fried, no added fat",100,G,20.0,7.8,1.6,2.0,9.9,203.5,Base Units,High,Medium,High,"High, Medium, High",88,36
MILK,"Milk, cow, fluid, regular fat (3.5% fat)",100,G,3.3,5.4,0.0,5.4,3.4,65.4,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, regular fat (3.5% fat), added omega 3 polyunsaturates",100,G,3.1,5.1,0.0,5.1,3.2,61.6,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, reduced fat (1% fat)",100,G,3.3,4.8,0.0,4.8,1.2,43.2,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, reduced fat (1.5% fat), added omega 3 polyunsaturates",100,G,4.5,5.1,0.0,5.1,1.4,51.0,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, skim (0.15% fat)",100,G,3.6,5.3,0.0,5.3,0.0,35.6,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
MILK,"Milk, cow, fluid, skim (0.15% fat), added milk solids",100,G,4.2,6.3,0.0,6.3,0.0,42.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
MILK,"Milk, cow, fluid, lactose free, regular fat (3.5% fat)",100,G,3.1,4.7,0.0,4.5,3.2,60.0,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, lactose free, reduced fat (1% fat)",100,G,3.4,5.0,0.1,4.8,1.2,44.6,Base Units,Low,Low,Low,"Low, Low, Low",31,93
MILK,"Milk, cow, fluid, flavoured, chocolate, reduced fat",100,G,3.3,8.6,0.0,8.6,1.9,64.7,Base Units,Low,Medium,Low,"Low, Medium, Low",36,88
MILK,"Milk, cow, canned, evaporated, regular",100,G,7.5,10.0,0.0,10.0,8.2,143.8,Base Units,High,Medium,High,"High, Medium, High",88,36
MILK,"Milk, cow, canned, evaporated, reduced fat (approximately 2% fat)",100,G,7.8,10.6,0.0,10.6,2.1,92.5,Base Units,High,Medium,Low,"High, Medium, Low",86,38
MILK,"Milk, cow, canned, sweetened, condensed, regular",100,G,8.3,55.0,0.0,55.0,9.2,336.0,Base Units,High,Very High,High,"High, Very High, High",98,26
MILK,"Milk, cow, powder, regular fat, unfortified",100,G,25.3,43.0,0.0,43.0,27.3,518.9,Base Units,Very High,Very High,Very High,"Very High, Very High, Very High",124,0
MILK,"Milk, cow, powder, regular fat, added vitamins A & D",100,G,25.3,43.0,0.0,43.0,27.3,518.9,Base Units,Very High,Very High,Very High,"Very High, Very High, Very High",124,0
MILK,"Milk, cow, powder, skim",100,G,34.9,56.0,0.0,56.0,0.8,370.8,Base Units,Very High,Very High,Low,"Very High, Very High, Low",121,3
MIXED DISHES,"Pizza, cheese & tomato, commercial",100,G,16.2,28.7,2.8,2.7,11.0,284.2,Base Units,High,High,High,"High, High, High",93,31
MIXED DISHES,"Pizza, ham & pineapple, purchased frozen, baked",100,G,11.5,28.2,3.1,4.8,6.0,219.0,Base Units,High,High,Medium,"High, High, Medium",92,32
MIXED DISHES,"Pizza, ham & pineapple, takeaway style",100,G,12.8,23.1,3.1,2.7,8.3,224.5,Base Units,High,High,High,"High, High, High",93,31
MIXED DISHES,"Pizza, supreme, purchased frozen, baked",100,G,14.0,26.3,3.2,0.9,11.6,272.0,Base Units,High,High,High,"High, High, High",93,31
MIXED DISHES,"Pizza, supreme, fast food chain",100,G,12.9,27.6,2.5,2.4,9.0,248.0,Base Units,High,High,High,"High, High, High",93,31
MIXED DISHES,"Pizza, supreme, takeaway style",100,G,13.0,20.5,3.0,0.6,9.8,228.2,Base Units,High,High,High,"High, High, High",93,31
MIXED DISHES,"Pizza, vegetable, fast food chain",100,G,9.3,27.2,2.8,2.8,6.0,205.6,Base Units,High,High,Medium,"High, High, Medium",92,32
MIXED FRUITS,"Fruit salad, canned in fruit juice",100,G,0.7,10.4,1.4,9.8,0.1,48.1,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
MIXED FRUITS,"Fruit salad, canned in fruit juice, drained",100,G,0.8,10.1,2.3,9.5,0.2,50.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
MIXED FRUITS,"Fruit salad, canned in fruit juice, juice only",100,G,0.4,11.0,0.2,10.2,0.0,46.0,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
MIXED FRUITS,"Cherry, black, canned in syrup, drained",100,G,0.9,17.0,1.7,15.7,0.1,75.9,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
